id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url
555,Rebel Cafe,"C/ de Ponzano, 90, Madrid, Spain, 28003",40.445404,-3.698641,1,5.0,"['Western', 'Spanish']",0,No price range,+34-912775914,https://www.rebelcafe.es/,http://www.instagram.com/rebelcafemadrid,http://facebook.com/rebelcafemadrid,"{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/rebel-cafe-madrid-407868
556,Naked & Sated - Embajadore,"C de Embajadores, 167, Madrid, Spain, 28045",40.395099,-3.695041,1,4.0,[],0,No price range,+34-913437489,https://nakedandsated.com/,http://www.instagram.com/nakedandsated,http://facebook.com/nakedandsated,"{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/naked-and-sated-madrid-422207
557,Reginella,"Calle de Modesto Lafuente, 76, Madrid, Spain, 28003",40.445005,-3.695651,1,4.0,['Italian'],0,Moderado,+34-910703572,http://reginella.es/,http://www.instagram.com/ReginellaMadrid/,http://facebook.com/ReginellaMadrid/,"{'Monday': '13:30 - 16:00, 20:30 - 00:00', 'Tuesday': '13:30 - 16:00, 20:30 - 00:00', 'Wednesday': '13:30 - 16:00, 20:30 - 00:00', 'Thursday': '13:30 - 16:00, 20:30 - 00:00', 'Friday': '13:30 - 16:00, 20:30 - 00:00', 'Saturday': '13:30 - 16:00, 20:30 - 00:00', 'Sunday': '13:30 - 16:00, 20:30 - 00:00'}",https://www.happycow.net/reviews/reginella-madrid-407083
558,Amazonia Acai - Delicias,"Paseo de las Delicias, 99, Madrid, Spain, 28045",40.395076,-3.694421,0,0,"['Western', 'Brazilian']",0,No price range,No phone number,https://amazoniacai.com/,http://www.instagram.com/amazoniacaies,No facebook,"{'Monday': 'Closed', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 22:00'}",https://www.happycow.net/reviews/amazonia-acai-delicias-madrid-409448
559,The Irish Temple - Ibiza,"C. de Ibiza, 66, Madrid, Spain, 28009",40.417774,-3.670524,2,4.0,['American'],4,Moderado,+34-915733497,https://www.theirishtemple.com/,http://www.instagram.com/theirishtemple,http://facebook.com/theirishtemple,"{'Monday': '13:00 - 01:00', 'Tuesday': '13:00 - 01:00', 'Wednesday': '13:00 - 01:00', 'Thursday': '13:00 - 01:00', 'Friday': '13:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/the-irish-temple-madrid-278198
560,Kprichos Argentinos - Alcala,"Calle de Alcalá, 181, Madrid, Spain, 28009",40.426920,-3.671542,4,4.0,['Latin'],15,Barato,+34-910101413,http://www.kprichosargentinos.com/,No instagram,No facebook,"{'Monday': '11:00 - 15:30, 18:00 - 21:30', 'Tuesday': '11:00 - 15:30, 18:00 - 21:30', 'Wednesday': '11:00 - 15:30, 18:00 - 21:30', 'Thursday': '11:00 - 15:30, 18:00 - 21:30', 'Friday': '11:00 - 15:30, 17:00 - 21:30', 'Saturday': '11:00 - 15:30, 17:00 - 21:30', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/kprichos-argentinos-madrid-113442
561,Bite Me Cafe,"Plaza de la Beata María Ana de Jesús, 2, Madrid, Spain, 28045",40.394569,-3.694164,174,5.0,['Spanish'],457,Barato,+34-910540209,https://www.bitememadrid.com/,http://www.instagram.com/biteme_madrid,http://facebook.com/vegandonutsmadrid,"{'Monday': '08:30 - 20:30', 'Tuesday': '08:30 - 20:30', 'Wednesday': '08:30 - 20:30', 'Thursday': '08:30 - 20:30', 'Friday': '08:30 - 20:30', 'Saturday': '10:00 - 20:30', 'Sunday': '10:00 - 20:30'}",https://www.happycow.net/reviews/bite-me-cafe-madrid-102497
562,FANÁTICA,"Calle de Diego de León, 61, Madrid, Spain, 28006",40.434790,-3.675916,1,3.0,[],0,No price range,+34-912426867,No website,http://www.instagram.com/fanaticaicecream,No facebook,"{'Monday': '15:00 - 23:00', 'Tuesday': '15:00 - 23:00', 'Wednesday': '15:00 - 23:00', 'Thursday': '15:00 - 23:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/fanatica-madrid-412951
563,Taberna de Peñalver ,"Calle del Conde de Peñalver, 90, Madrid, Spain, 28006",40.433768,-3.674756,2,2.5,['Spanish'],4,Moderado,+34-608450551,https://www.latabernadepenalver.com/,http://www.instagram.com/latabernadepenalver,http://facebook.com/profile.php?id=100063753660550,"{'Monday': '11:00 - 00:00', 'Tuesday': '11:00 - 00:00', 'Wednesday': '11:00 - 00:00', 'Thursday': '11:00 - 00:00', 'Friday': '11:00 - 00:00', 'Saturday': '11:00 - 00:00', 'Sunday': '11:00 - 00:00'}",https://www.happycow.net/reviews/taberna-de-penalver-madrid-341994
564,Solo de Croquetas - Reina Victoria,"15 Avenida de la Reina Victoria, Madrid, Spain, 28003",40.446785,-3.706825,3,4.0,['Spanish'],10,Moderado,+34-611557748,https://solodecroquetas.es/,http://www.instagram.com/solodecroquetas,http://facebook.com/solodecroquetassol,"{'Monday': '13:30 - 16:00, 19:30 - 00:00', 'Tuesday': '13:30 - 16:00, 19:30 - 00:00', 'Wednesday': '13:30 - 16:00, 19:30 - 00:00', 'Thursday': '13:30 - 16:00, 19:30 - 00:00', 'Friday': '13:30 - 17:00, 19:30 - 00:00', 'Saturday': '13:30 - 17:00, 19:30 - 00:00', 'Sunday': '13:30 - 17:00, 19:30 - 00:00'}",https://www.happycow.net/reviews/solo-de-croquetas-reina-victoria-madrid-307997
565,Pizz-End-Gluten,"C. de las Mártires Concepcionistas, 5, Salamanca, Madrid, Spain, 28006",40.427687,-3.670812,1,4.0,['Italian'],0,Moderado,+34-912323479,No website,No instagram,No facebook,"{'Monday': '20:00 - 00:00', 'Tuesday': '20:00 - 00:00', 'Wednesday': '20:00 - 00:00', 'Thursday': '20:00 - 00:00', 'Friday': '13:00 - 16:00, 20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/pizz-end-gluten-madrid-408428
566,Papa John's - Avenida de la Reina Victoria,"68 Avenida de la Reina Victoria, Madrid, Spain, 28003",40.446189,-3.714035,,3.5,"['American', 'Italian']",4,Moderado,+34-915985170,https://www.papajohns.es/,No instagram,http://facebook.com/papajohns,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '00:00 - 12:30, 13:00 - 00:00', 'Sunday': '00:00 - 12:30, 13:00 - 01:00'}",https://www.happycow.net/reviews/papa-johns-madrid-278235
567,Pizzería Carlos - Embajadores ,"Pl. de la Beata María Ana de Jesús, 7, Madrid, Spain, 28045",40.393883,-3.694151,0,0,['Italian'],0,Moderado,+34-911956666,https://www.pizzeriascarlos.es/,http://www.instagram.com/pizzeriascarlos/,http://facebook.com/pizzeriascarlosoficial/,"{'Monday': '13:00 - 16:00, 19:30 - 23:30', 'Tuesday': '13:00 - 16:00, 19:30 - 23:30', 'Wednesday': '13:00 - 16:00, 19:30 - 23:30', 'Thursday': '13:00 - 16:00, 19:30 - 23:30', 'Friday': '13:00 - 16:00, 19:30 - 23:30', 'Saturday': '13:00 - 16:00, 19:30 - 23:30', 'Sunday': '13:00 - 16:00, 19:30 - 23:30'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421205
568,The Empanada's,"Calle de Maldonado, 64, Madrid, Spain, 28006",40.433318,-3.673711,2,4.0,['Latin'],2,Barato,+34-915011011,http://theempanadas.com/,http://www.instagram.com/theempanadases,No facebook,"{'Monday': '08:30 - 22:00', 'Tuesday': '08:30 - 22:00', 'Wednesday': '08:30 - 22:00', 'Thursday': '08:30 - 22:00', 'Friday': '08:30 - 22:00', 'Saturday': '08:30 - 22:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/the-empanadas-madrid-408530
569,Celikatessen,"Calle Valderribas, 30 (at Abtao), Madrid, Spain, 28007",40.404269,-3.675366,3,3.5,[],9,No price range,+34-607692688,http://www.celikatessen.blogspot.com.es/,No instagram,http://facebook.com/celikatessen,"{'Monday': 'Closed', 'Tuesday': '11:00 - 14:00, 17:00 - 20:00', 'Wednesday': '11:00 - 14:00, 17:00 - 20:00', 'Thursday': '11:00 - 14:00, 17:00 - 20:00', 'Friday': '11:00 - 14:00, 17:00 - 20:00', 'Saturday': '10:00 - 14:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/celikatessen-madrid-65192
570,Pizza Natura,"Calle de Francisco Silvela, 78, Madrid, Spain, 28028",40.436572,-3.676028,5,4.0,"['American', 'International', 'Italian']",11,Moderado,+34-913855133,https://pizzanatura.es/,http://www.instagram.com/pizzanaturaa,http://facebook.com/Pizzanaturaaa,"{'Monday': '13:00 - 17:00, 20:00 - 00:00', 'Tuesday': '13:00 - 17:00, 20:00 - 00:00', 'Wednesday': '13:00 - 17:00, 20:00 - 00:00', 'Thursday': '13:00 - 17:00, 20:00 - 00:00', 'Friday': '13:00 - 17:00, 20:00 - 00:00', 'Saturday': '13:00 - 17:00, 20:00 - 00:00', 'Sunday': '13:00 - 17:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/pizza-natura-madrid-322674
571,BaniBanoo,"Martires Concepcionistas 19, Madrid, Spain, 28006",40.428984,-3.670689,7,3.5,['Middle Eastern'],15,Moderado,+34-810521127,https://www.facebook.com/BaniBanoo-1576287145973961,No instagram,http://facebook.com/BaniBanoo-1576287145973961,"{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 19:00', 'Wednesday': '08:00 - 19:00', 'Thursday': '08:00 - 19:00', 'Friday': '08:00 - 19:00', 'Saturday': '08:00 - 19:00', 'Sunday': '09:00 - 19:00'}",https://www.happycow.net/reviews/banibanoo-madrid-78087
572,Quisqueya,"C. de Voluntarios Macabebes, 3, Madrid, Spain, 28045",40.393081,-3.695463,1,4.0,['Spanish'],1,No price range,+34-641506715,No website,http://www.instagram.com/quisqueya.madrid,http://facebook.com/Quisqueya.madrid/,"{'Monday': '08:00 - 15:00, 17:00 - 20:00', 'Tuesday': '08:00 - 15:00, 17:00 - 20:00', 'Wednesday': '08:00 - 15:00, 17:00 - 20:00', 'Thursday': '08:00 - 15:00, 17:00 - 20:00', 'Friday': '08:00 - 15:00, 17:00 - 20:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 20:00'}",https://www.happycow.net/reviews/quisqueya-madrid-408550
573,Honest Greens - Corte Inglés,"Calle de Raimundo Fernández Villaverde, 79, Madrid, Spain, 28003",40.446800,-3.694500,3,4.0,"['International', 'European']",6,Moderado,+34-931227664,https://honestgreens.com/,http://www.instagram.com/honestgreens,http://facebook.com/honestgreens.spain,"{'Monday': '12:00 - 22:00', 'Tuesday': '12:00 - 22:00', 'Wednesday': '12:00 - 22:00', 'Thursday': '12:00 - 22:00', 'Friday': '12:00 - 22:00', 'Saturday': '12:00 - 22:00', 'Sunday': '12:00 - 21:00'}",https://www.happycow.net/reviews/honest-greens-madrid-272166
574,La Francachela,"14 Paseo de la Chopera (at Matadero Madrid), Madrid, Spain, 28045",40.392181,-3.697642,3,3.5,"['International', 'Mediterranean', 'European', 'Spanish']",4,Moderado,+34-691135757,https://lafrancachela.com/,http://www.instagram.com/enlafrancachela,http://facebook.com/enlafrancachela,"{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/la-francachela-madrid-284040
575,Raíces Café y Arte,"C. de Sánchez Barcáiztegui, 38, Madrid, Spain, 28007",40.406136,-3.672548,2,4.5,['Western'],1,No price range,+34-632030531,No website,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 16:00'}",https://www.happycow.net/reviews/raices-cafe-y-arte-madrid-406016
576,Pizza L'AB,"Cl de Ayala 160, Madrid, Spain, 28009",40.426915,-3.668800,4,4.0,['Italian'],8,Moderado,+34-912537997,No website,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': '18:30 - 23:30', 'Wednesday': '18:30 - 23:30', 'Thursday': '18:30 - 23:30', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:30'}",https://www.happycow.net/reviews/pizza-lab-madrid-285759
577,Six Board Game Cafe,"180 Avenida de la Ciudad de Barcelona, Madrid, Spain, 28007",40.401675,-3.675964,3,4.0,"['American', 'European']",2,Moderado,+34-624632857,https://sixcafe.es/,http://www.instagram.com/thesixcafe,No facebook,"{'Monday': 'Closed', 'Tuesday': '17:00 - 00:00', 'Wednesday': '17:00 - 00:00', 'Thursday': '17:00 - 00:00', 'Friday': '12:00 - 02:00', 'Saturday': '12:00 - 02:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/six-board-game-cafe-madrid-309865
578,Doxa Plant Based,"C. del Marqués de Jura Real, 22, Carabanchel, Madrid, Spain, 28019",40.391598,-3.710789,1,5.0,"['International', 'Mediterranean', 'European']",1,Barato,No phone number,No website,http://www.instagram.com/doxaplantbased,No facebook,"{'Monday': '00:00 - 12:00', 'Tuesday': '00:00 - 12:00', 'Wednesday': '00:00 - 12:00', 'Thursday': '00:00 - 12:00', 'Friday': '00:00 - 13:00', 'Saturday': '00:00 - 13:00', 'Sunday': '00:00 - 19:00'}",https://www.happycow.net/reviews/doxa-plant-based-madrid-434597
579,Chun,"Calle Embajadores 177, Madrid, Spain, 28045",40.392539,-3.693371,25,4.0,"['Chinese', 'Japanese', 'Asian']",42,Barato,+34-911105590,https://asiaticochun.eu/,No instagram,http://facebook.com/pages/Chun/179865852052463,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/chun-madrid-187248
580,Arepas And Go,"Calle de Almansa, 41, Madrid, Spain, 28039",40.448803,-3.706887,5,4.0,"['Spanish', 'Latin']",6,Barato,+34-911396206,https://www.arepasandgo.com/,No instagram,http://facebook.com/Arepas-And-Go-547829649041891,"{'Monday': '12:30 - 16:30, 19:30 - 23:30', 'Tuesday': '12:30 - 16:30, 19:30 - 23:30', 'Wednesday': '12:30 - 16:30, 19:30 - 23:30', 'Thursday': '12:30 - 16:30, 19:30 - 23:30', 'Friday': '12:30 - 16:30, 19:30 - 23:30', 'Saturday': '12:30 - 16:30, 19:30 - 23:30', 'Sunday': '12:30 - 16:30, 19:30 - 23:30'}",https://www.happycow.net/reviews/arepas-and-go-madrid-261372
581,Sal Gorda,"Calle Beatriz de Bobadilla 9,Madrid,Spain",40.448034,-3.715251,0,0,['Spanish'],1,Caro,+34-915539506,https://restaurantesalgorda.es/,No instagram,http://facebook.com/SalGordaMadrid,"{'Monday': '13:00 - 16:00, 21:00 - 23:00', 'Tuesday': '13:00 - 16:00, 21:00 - 23:00', 'Wednesday': '13:00 - 16:00, 21:00 - 23:00', 'Thursday': '13:00 - 16:00, 21:00 - 23:00', 'Friday': '13:00 - 16:00, 21:00 - 23:00', 'Saturday': '13:00 - 16:00, 21:00 - 23:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/sal-gorda-madrid-113197
582,El Paraíso del Desierto,"Calle del Doctor Esquerdo 140, Retiro, Madrid, Spain, 28007",40.405028,-3.671785,1,4.0,['Middle Eastern'],0,Barato,+34-915010669,No website,No instagram,No facebook,"{'Monday': '11:30 - 01:00', 'Tuesday': '11:30 - 01:00', 'Wednesday': '11:30 - 01:00', 'Thursday': '11:30 - 01:00', 'Friday': '11:30 - 01:00', 'Saturday': '11:30 - 01:00', 'Sunday': '11:30 - 01:00'}",https://www.happycow.net/reviews/el-paraiso-del-desierto-madrid-418414
583,Buenas y Santas,"Calle de Bolívar, 9, Madrid, Spain, 28045",40.392021,-3.692911,4,3.5,[],8,Moderado,+34-915060647,http://www.buenasysantas.es/,No instagram,http://facebook.com/BuenasySantasRestaurante,"{'Monday': '13:30 - 16:00, 20:00 - 23:00', 'Tuesday': '13:30 - 16:00, 20:00 - 23:00', 'Wednesday': '13:30 - 16:00, 20:00 - 23:00', 'Thursday': '13:30 - 16:00, 20:00 - 23:00', 'Friday': '13:30 - 16:00, 20:00 - 00:00', 'Saturday': '13:30 - 16:30, 20:00 - 00:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/buenas-y-santas-madrid-155858
584,Trujillo Burgers - Bolívar,"C. de Bolívar, 18, Arganzuela, Madrid, Spain, 28045",40.392175,-3.691694,0,0,['American'],0,Moderado,+34-914676506,No website,http://www.instagram.com/trujillo_burgers,No facebook,"{'Monday': '13:00 - 16:30, 20:00 - 23:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30, 20:00 - 23:30', 'Friday': '13:00 - 16:30, 20:00 - 23:30', 'Saturday': '13:00 - 16:30, 20:00 - 23:30', 'Sunday': '13:00 - 16:30, 20:00 - 23:30'}",https://www.happycow.net/reviews/trujillo-burgers-bolivar-madrid-401252
585,Cookaluzka,"Calle lira, 8,Madrid,Spain",40.408306,-3.669060,118,4.5,"['Italian', 'Mediterranean', 'Fusion', 'Spanish']",179,Caro,+34-638888954,https://www.cookaluzka.com/,No instagram,http://facebook.com/Cookaluzka-1570732703218291,"{'Monday': 'Closed', 'Tuesday': '08:30 - 17:00, 20:00 - 22:30', 'Wednesday': '08:30 - 17:00, 20:00 - 22:30', 'Thursday': '08:30 - 17:00, 20:00 - 22:30', 'Friday': '08:30 - 17:00, 20:00 - 23:00', 'Saturday': '12:00 - 17:00, 20:00 - 23:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/cookaluzka-madrid-76497
586,FECA Specialty Coffee,"C. de Ferrer del Río, 23, Madrid, Spain, 28028",40.435215,-3.671455,1,5.0,['European'],0,No price range,+34-656356190,No website,http://www.instagram.com/feca.madrid,No facebook,"{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 15:00', 'Saturday': '09:00 - 14:00', 'Sunday': '09:00 - 14:00'}",https://www.happycow.net/reviews/feca-specialty-coffee-madrid-421365
587,Thai Zafra,"C. del Marqués de Mondéjar, 4, Madrid, Spain, 28028",40.426852,-3.666939,7,3.5,"['Thai', 'Asian']",11,Caro,+34-658344799,http://www.thaizafra.com/,No instagram,http://facebook.com/THAIZAFRA,"{'Monday': 'Closed', 'Tuesday': '13:00 - 17:00, 20:00 - 23:30', 'Wednesday': '13:00 - 17:00, 20:00 - 23:30', 'Thursday': '13:00 - 17:00, 20:00 - 23:30', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/thai-zafra-madrid-259667
588,Hygge Bar,"C. Manuel Aleixandre, 12, Madrid, Spain, 28045",40.391151,-3.693600,0,0,['Fusion'],0,Moderado,+34-611834683,No website,http://www.instagram.com/hygge.madrid,No facebook,"{'Monday': 'Closed', 'Tuesday': '10:00 - 17:00', 'Wednesday': '10:00 - 23:30', 'Thursday': '10:00 - 23:30', 'Friday': '10:00 - 23:30', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 17:00'}",https://www.happycow.net/reviews/hygge-bar-madrid-415204
589,Veggi's Food,"Madrid area, Madrid, Spain, 28019",40.394340,-3.725739,0,0,[],1,No price range,+34-672346366,No website,No instagram,No facebook,{'Horario': 'No hay horario'},https://www.happycow.net/reviews/veggis-food-madrid-230841
590,Posdata,"C Botánica, 3, Madrid, Spain, 28028",40.436141,-3.671393,1,3.0,[],2,No price range,+34-687687706,https://posdatafoods.com/,http://www.instagram.com/posdatafoods,No facebook,"{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 23:00', 'Saturday': '08:00 - 23:00', 'Sunday': '08:00 - 23:00'}",https://www.happycow.net/reviews/posdata-madrid-330927
591,Garten,"Calle de Orense, 12, Local 15, Madrid, Spain, 28020",40.449405,-3.695044,3,3.5,"['International', 'Fusion']",3,Barato,+34-914172490,http://www.garten.es/,No instagram,http://facebook.com/pg/gartentruefood,"{'Monday': '08:30 - 16:30', 'Tuesday': '08:30 - 16:30', 'Wednesday': '08:30 - 16:30', 'Thursday': '08:30 - 16:30', 'Friday': '08:30 - 16:30', 'Saturday': '08:30 - 13:30', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/garten-madrid-192461
592,Vicio,"C. de Zabaleta, 1, Madrid, Spain, 28002",40.440991,-3.675436,3,3.5,"['American', 'Spanish']",1,Moderado,No phone number,https://ganasdevicio.com/,http://www.instagram.com/ganasdevicio,No facebook,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/vicio-comunidad-de-madrid-341340
593,Caramella,"Calle Zabaleta 1, Madrid, Spain, 28002",40.440991,-3.675436,2,4.0,['European'],2,No price range,+34-669098100,https://caramellacakes.com/,http://www.instagram.com/caramellavegancakes,No facebook,"{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': 'Closed', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 15:00'}",https://www.happycow.net/reviews/caramella-madrid-397998
594,Carlotta Bakery,"Calle Zabaleta 1, Madrid, Spain, 28002",40.440991,-3.675436,0,0,[],0,No price range,No phone number,No website,http://www.instagram.com/_carlottabakery,No facebook,"{'Monday': 'Closed', 'Tuesday': '09:30 - 12:30', 'Wednesday': '09:30 - 12:30', 'Thursday': '09:30 - 12:30', 'Friday': '09:30 - 12:30', 'Saturday': '09:30 - 12:30', 'Sunday': '09:30 - 12:30'}",https://www.happycow.net/reviews/carlotta-bakery-madrid-421086
595,Ceres,"Topete 32, Tetuan,Madrid,Spain",40.451107,-3.704385,12,4.0,['Spanish'],16,Barato,+34-915537728,http://www.vegetarianoceres.es/,No instagram,http://facebook.com/vegetarianoceres,"{'Monday': '13:30 - 16:00', 'Tuesday': '13:30 - 16:00', 'Wednesday': '13:30 - 16:00', 'Thursday': '13:30 - 16:00', 'Friday': '13:30 - 16:00', 'Saturday': 'Closed', 'Sunday': '13:00 - 16:00'}",https://www.happycow.net/reviews/ceres-madrid-36896
596,Honest Greens - Castellana,"Paseo de la Castellana, 89, Madrid, Spain, 28046",40.449938,-3.691939,23,3.5,"['International', 'European']",31,Moderado,+34-914215011,https://honestgreens.com/,http://www.instagram.com/honestgreens,http://facebook.com/honestgreens.spain,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 00:00', 'Saturday': '09:30 - 00:00', 'Sunday': '09:30 - 23:00'}",https://www.happycow.net/reviews/honest-greens-madrid-93359
597,Flora Café,"C. Topete, 43, Madrid, Spain, 28039",40.451645,-3.704625,2,5.0,[],1,No price range,+34-665091634,No website,http://www.instagram.com/floracafeokmadrid,No facebook,"{'Monday': '09:00 - 19:00', 'Tuesday': 'Closed', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '09:00 - 19:00', 'Sunday': '09:00 - 19:00'}",https://www.happycow.net/reviews/flora-cafe-madrid-406574
598,New York Burger,"Paseo de la Castellana, 89, Madrid, Spain, 28046",40.450256,-3.691983,6,2.0,"['American', 'Fusion']",3,Moderado,+34-917707982,https://newyorkburger.es/castellana,http://www.instagram.com/nyb_newyorkburger,http://facebook.com/NewYorkBurger,"{'Monday': '13:00 - 16:30, 20:30 - 00:00', 'Tuesday': '13:00 - 16:30, 20:30 - 00:00', 'Wednesday': '13:00 - 16:30, 20:30 - 00:00', 'Thursday': '13:00 - 16:30, 20:30 - 00:00', 'Friday': '13:00 - 16:30, 20:30 - 00:00', 'Saturday': '13:00 - 16:30, 20:30 - 00:00', 'Sunday': '13:00 - 16:30, 20:30 - 00:00'}",https://www.happycow.net/reviews/new-york-burger-madrid-263014
599,Lumbini Tandoori,"C. del Aviador Zorita, n° 50, Madrid, Spain, 28020",40.452070,-3.697997,1,4.0,"['Indian', 'Asian']",4,Moderado,+34-915712150,http://www.lumbinitandoori.com/,No instagram,http://facebook.com/Lumbinirestauran,"{'Monday': 'Closed', 'Tuesday': '12:30 - 16:00, 19:00 - 23:30', 'Wednesday': '12:30 - 16:00, 19:00 - 23:30', 'Thursday': '12:30 - 15:30, 19:00 - 23:30', 'Friday': '12:30 - 16:00, 19:00 - 23:30', 'Saturday': '12:30 - 16:00, 19:00 - 23:30', 'Sunday': '12:30 - 16:00, 19:00 - 23:30'}",https://www.happycow.net/reviews/lumbini-tandoori-madrid-357564
600,Health & Go - Modashopping,"Av. del General Perón 40 (at Modashopping), Madrid, Spain, 28020",40.451741,-3.692694,2,3.5,"['Mediterranean', 'Spanish']",4,Barato,+34-915971920,http://healthandgo.es/,No instagram,No facebook,"{'Monday': '08:00 - 18:30', 'Tuesday': '08:00 - 18:30', 'Wednesday': '08:00 - 18:30', 'Thursday': '08:00 - 18:30', 'Friday': '08:00 - 18:30', 'Saturday': '09:00 - 14:00', 'Sunday': '09:00 - 14:00'}",https://www.happycow.net/reviews/health-and-go-madrid-57845
601,Toro Burger Lounge,"Calle de la Infanta Mercedes, 17, Madrid, Spain, 28020",40.453700,-3.699352,2,2.0,"['American', 'Fusion', 'Spanish']",1,Moderado,+34-634615235,https://www.toroburger.es/,http://www.instagram.com/toroburgerlounge,http://facebook.com/toroburgerlounge,"{'Monday': '13:00 - 17:00, 20:00 - 00:00', 'Tuesday': '13:00 - 17:00, 20:00 - 00:00', 'Wednesday': '13:00 - 17:00, 20:00 - 00:00', 'Thursday': '13:00 - 17:00, 20:00 - 00:00', 'Friday': '13:00 - 17:00, 20:00 - 00:00', 'Saturday': '13:00 - 17:00, 20:00 - 00:00', 'Sunday': '13:00 - 17:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/toro-burger-lounge-madrid-315168
